"date","siteID","sampleNumber","precipSampVolML","precipAmountCM","hgConcentrationNGL","hgDepositionUGM2","filename"
2001-05-26,"LKC",957,479,2.50785,10.7,0.2683,"PMRC Wet Deposition Hg 1999-2003"
2001-06-04,"LKC",958,154,0.80628,33.61,0.271,"PMRC Wet Deposition Hg 1999-2003"
2001-06-11,"LKC",959,53,0.27748,13,0.0359,"PMRC Wet Deposition Hg 1999-2003"
2001-06-16,"LKC",960,572,2.99476,12.96,0.3881,"PMRC Wet Deposition Hg 1999-2003"
2001-06-19,"LKC",961,392,2.05235,12.96,0.2659,"PMRC Wet Deposition Hg 1999-2003"
2001-06-30,"LKC",962,567,2.96858,10.87,0.3226,"PMRC Wet Deposition Hg 1999-2003"
2001-07-01,"LKC",963,152,0.79581,18,0.1432,"PMRC Wet Deposition Hg 1999-2003"
2001-07-10,"LKC",965,493,2.58115,14.8,0.382,"PMRC Wet Deposition Hg 1999-2003"
2001-07-12,"LKC",966,175,0.91623,11,0.1007,"PMRC Wet Deposition Hg 1999-2003"
2001-07-13,"LKC",967,269,1.40837,5.6,0.0788,"PMRC Wet Deposition Hg 1999-2003"
2001-07-24,"LKC",969,159,0.83246,16.54,0.1377,"PMRC Wet Deposition Hg 1999-2003"
2001-08-02,"LKC",970,151,0.79057,26.49,0.2094,"PMRC Wet Deposition Hg 1999-2003"
2001-08-07,"LKC",971,81,0.42408,12.09,0.0512,"PMRC Wet Deposition Hg 1999-2003"
2001-08-08,"LKC",972,188,0.98429,23.23,0.2286,"PMRC Wet Deposition Hg 1999-2003"
2001-08-16,"LKC",974,460,2.40837,12.31,0.2965,"PMRC Wet Deposition Hg 1999-2003"
2001-08-19,"LKC",975,98,0.51308,38,0.1949,"PMRC Wet Deposition Hg 1999-2003"
2001-08-20,"LKC",976,431,2.25654,14.2,0.3204,"PMRC Wet Deposition Hg 1999-2003"
2001-08-28,"LKC",977,496,2.59685,5.5,0.1428,"PMRC Wet Deposition Hg 1999-2003"
2001-09-01,"LKC",978,962,5.03664,12.2,0.6144,"PMRC Wet Deposition Hg 1999-2003"
2001-09-11,"LKC",979,44,0.23036,27.3,0.0628,"PMRC Wet Deposition Hg 1999-2003"
2001-09-20,"LKC",980,537,2.81151,4.5,0.1265,"PMRC Wet Deposition Hg 1999-2003"
2001-09-22,"LKC",981,51,0.26701,8.8,0.0234,"PMRC Wet Deposition Hg 1999-2003"
2001-09-24,"LKC",982,779,4.07853,7.1,0.2895,"PMRC Wet Deposition Hg 1999-2003"
2001-10-06,"LKC",983,389,2.03664,5.6,0.114,"PMRC Wet Deposition Hg 1999-2003"
2001-10-15,"LKC",984,210,1.09947,10.1,0.111,"PMRC Wet Deposition Hg 1999-2003"
2001-10-17,"LKC",985,64,0.33507,12.8,0.0428,"PMRC Wet Deposition Hg 1999-2003"
2001-10-17,"LKC",986,22,0.11518,17.8,0.0205,"PMRC Wet Deposition Hg 1999-2003"
2001-10-21,"LKC",988,473,2.47643,9.55,0.2365,"PMRC Wet Deposition Hg 1999-2003"
2001-10-23,"LKC",989,271,1.41884,10.5,0.1489,"PMRC Wet Deposition Hg 1999-2003"
2001-10-26,"LKC",990,171,0.89528,4.9,0.0438,"PMRC Wet Deposition Hg 1999-2003"
2001-10-31,"LKC",991,189,0.98952,17.5,0.1731,"PMRC Wet Deposition Hg 1999-2003"
2001-11-02,"LKC",992,238,1.24607,13.5,0.1682,"PMRC Wet Deposition Hg 1999-2003"
2001-11-04,"LKC",993,545,2.8534,3.4,0.097,"PMRC Wet Deposition Hg 1999-2003"
2001-11-08,"LKC",994,29,0.15183,16.8,0.0255,"PMRC Wet Deposition Hg 1999-2003"
2001-11-10,"LKC",995,105,0.54973,13.05,0.0717,"PMRC Wet Deposition Hg 1999-2003"
2001-11-11,"LKC",996,130,0.68062,5.9,0.0401,"PMRC Wet Deposition Hg 1999-2003"
2001-11-15,"LKC",998,106,0.55497,16.1,0.0893,"PMRC Wet Deposition Hg 1999-2003"
2001-11-20,"LKC",999,184,0.96335,9.6,0.0924,"PMRC Wet Deposition Hg 1999-2003"
2001-11-25,"LCH",1,97,0.50785,15.46,0.0785,"PMRC Wet Deposition Hg 1999-2003"
2001-11-27,"LCH",2,122,0.63874,10,0.0639,"PMRC Wet Deposition Hg 1999-2003"
2001-11-29,"LCH",3,380,1.98952,6.989,0.139,"PMRC Wet Deposition Hg 1999-2003"
2001-12-03,"LCH",4,180,0.9424,20.28,0.1912,"PMRC Wet Deposition Hg 1999-2003"
2001-12-05,"LCH",5,30,0.15706,17.46,0.0274,"PMRC Wet Deposition Hg 1999-2003"
2001-12-09,"LCH",6,32,0.16753,16.64,0.0278,"PMRC Wet Deposition Hg 1999-2003"
2001-12-13,"LCH",7,128,0.67015,18.03,0.1208,"PMRC Wet Deposition Hg 1999-2003"
2001-12-14,"LCH",8,285,1.49214,2.316,0.0345,"PMRC Wet Deposition Hg 1999-2003"
2001-12-17,"LCH",9,189,0.98952,3.544,0.035,"PMRC Wet Deposition Hg 1999-2003"
2001-12-20,"LCH",10,83,0.43455,14.64,0.0636,"PMRC Wet Deposition Hg 1999-2003"
2001-12-22,"LCH",11,50,0.26178,10.93,0.0286,"PMRC Wet Deposition Hg 1999-2003"
2002-01-01,"LCH",14,63,0.32984,16.09,0.0531,"PMRC Wet Deposition Hg 1999-2003"
2002-01-06,"LCH",15,97,0.50785,7.418,0.0376,"PMRC Wet Deposition Hg 1999-2003"
2002-01-10,"LCH",16,67,0.35078,28.45,0.0997,"PMRC Wet Deposition Hg 1999-2003"
2002-01-15,"LCH",17,131,0.68586,5.06,0.0347,"PMRC Wet Deposition Hg 1999-2003"
2002-01-17,"LCH",18,97,0.50785,4.667,0.0237,"PMRC Wet Deposition Hg 1999-2003"
2002-01-23,"LCH",20,367,1.92146,4.671,0.0897,"PMRC Wet Deposition Hg 1999-2003"
2002-01-25,"LCH",21,43,0.22513,28.8,0.0648,"PMRC Wet Deposition Hg 1999-2003"
2002-01-30,"LCH",22,99,0.51832,3.413,0.0176,"PMRC Wet Deposition Hg 1999-2003"
2002-01-31,"LCH",23,694,3.6335,3.708,0.1347,"PMRC Wet Deposition Hg 1999-2003"
2002-02-12,"LCH",25,34,0.17801,13.88,0.0247,"PMRC Wet Deposition Hg 1999-2003"
2002-02-16,"LCH",26,130,0.68062,5.832,0.0396,"PMRC Wet Deposition Hg 1999-2003"
2002-02-20,"LCH",27,112,0.58638,11.59,0.068,"PMRC Wet Deposition Hg 1999-2003"
2002-04-01,"LCH",28,92,0.48167,4.565,0.0219,"PMRC Wet Deposition Hg 1999-2003"
2002-04-03,"LCH",29,113,0.59162,13.58,0.0803,"PMRC Wet Deposition Hg 1999-2003"
2002-04-08,"LCH",31,118,0.6178,27.24,0.1683,"PMRC Wet Deposition Hg 1999-2003"
2002-04-18,"LCH",32,53,0.27748,12.39,0.0343,"PMRC Wet Deposition Hg 1999-2003"
2002-04-22,"LCH",33,106,0.55497,9.913,0.055,"PMRC Wet Deposition Hg 1999-2003"
2002-04-25,"LCH",34,231,1.20942,5.31,0.0642,"PMRC Wet Deposition Hg 1999-2003"
2002-04-28,"LCH",35,405,2.12041,4.97,0.1053,"PMRC Wet Deposition Hg 1999-2003"
2002-05-08,"LCH",36,78,0.40837,13.51,0.0552,"PMRC Wet Deposition Hg 1999-2003"
2002-05-09,"LCH",37,915,4.79057,4.88,0.2337,"PMRC Wet Deposition Hg 1999-2003"
2002-05-16,"LCH",38,681,3.56544,6.104,0.2176,"PMRC Wet Deposition Hg 1999-2003"
2002-05-18,"LCH",39,92,0.48167,6.001,0.0289,"PMRC Wet Deposition Hg 1999-2003"
2002-05-20,"LCH",40,151,0.79057,15.64,0.1236,"PMRC Wet Deposition Hg 1999-2003"
2002-05-24,"LCH",41,137,0.71727,37.69,0.2703,"PMRC Wet Deposition Hg 1999-2003"
2002-05-30,"LCH",42,89,0.46596,11.03,0.0514,"PMRC Wet Deposition Hg 1999-2003"
2002-05-31,"LCH",43,420,2.19895,4.997,0.1098,"PMRC Wet Deposition Hg 1999-2003"
2002-06-02,"LCH",44,21,0.10994,40.92,0.0449,"PMRC Wet Deposition Hg 1999-2003"
2002-06-04,"LCH",45,94,0.49214,18.81,0.0925,"PMRC Wet Deposition Hg 1999-2003"
2002-06-05,"LCH",46,530,2.77486,5.01,0.139,"PMRC Wet Deposition Hg 1999-2003"
2002-06-11,"LCH",47,927,4.8534,8.44,0.4096,"PMRC Wet Deposition Hg 1999-2003"
2002-06-12,"LCH",48,121,0.6335,9.03,0.0572,"PMRC Wet Deposition Hg 1999-2003"
2002-06-15,"LCH",49,388,2.03141,5.962,0.1211,"PMRC Wet Deposition Hg 1999-2003"
2002-06-16,"LCH",50,313,1.63874,9.851,0.1614,"PMRC Wet Deposition Hg 1999-2003"
2002-06-21,"LCH",51,736,3.8534,15.49,0.597,"PMRC Wet Deposition Hg 1999-2003"
2002-06-25,"LCH",52,72,0.37696,28.77,0.1084,"PMRC Wet Deposition Hg 1999-2003"
2002-06-26,"LCH",53,261,1.36649,21.8,0.2979,"PMRC Wet Deposition Hg 1999-2003"
2002-06-27,"LCH",54,616,3.22513,7.722,0.249,"PMRC Wet Deposition Hg 1999-2003"
2002-07-03,"LCH",55,41,0.21465,40.46,0.0868,"PMRC Wet Deposition Hg 1999-2003"
2002-07-04,"LCH",56,89,0.46596,20.04,0.0934,"PMRC Wet Deposition Hg 1999-2003"
2002-07-05,"LCH",57,491,2.57068,15.18,0.3904,"PMRC Wet Deposition Hg 1999-2003"
2002-07-08,"LCH",58,894,4.68062,12.4,0.5804,"PMRC Wet Deposition Hg 1999-2003"
2002-07-16,"LCH",59,208,1.089,20.88,0.2274,"PMRC Wet Deposition Hg 1999-2003"
2002-07-22,"LCH",60,147,0.76963,16.07,0.1237,"PMRC Wet Deposition Hg 1999-2003"
2002-07-26,"LCH",61,130,0.68062,18.45,0.1255,"PMRC Wet Deposition Hg 1999-2003"
2002-07-28,"LCH",62,308,1.61256,7.103,0.1145,"PMRC Wet Deposition Hg 1999-2003"
2002-08-05,"LCH",64,314,1.64397,10.09,0.1659,"PMRC Wet Deposition Hg 1999-2003"
2002-08-09,"LCH",65,95,0.49738,36.14,0.1797,"PMRC Wet Deposition Hg 1999-2003"
2002-08-15,"LCH",66,46,0.24083,18.4,0.0443,"PMRC Wet Deposition Hg 1999-2003"
2002-08-19,"LCH",67,51,0.26701,13.83,0.0369,"PMRC Wet Deposition Hg 1999-2003"
2002-08-22,"LCH",68,275,1.43979,18.84,0.2713,"PMRC Wet Deposition Hg 1999-2003"
2002-08-29,"LCH",69,114,0.59685,8.016,0.0478,"PMRC Wet Deposition Hg 1999-2003"
2002-09-11,"LCH",70,680,3.5602,9.336,0.3324,"PMRC Wet Deposition Hg 1999-2003"
2002-09-11,"LCH",71,459,2.40314,4.09,0.0983,"PMRC Wet Deposition Hg 1999-2003"
2002-09-13,"LCH",72,80,0.41884,16.95,0.071,"PMRC Wet Deposition Hg 1999-2003"
2002-09-14,"LCH",73,762,3.98952,12.34,0.4923,"PMRC Wet Deposition Hg 1999-2003"
2002-09-15,"LCH",74,266,1.39267,8.838,0.123,"PMRC Wet Deposition Hg 1999-2003"
2002-09-21,"LCH",75,450,2.35602,2.506,0.059,"PMRC Wet Deposition Hg 1999-2003"
2002-09-22,"LCH",76,847,4.43455,10.64,0.472,"PMRC Wet Deposition Hg 1999-2003"
2002-09-27,"LCH",77,835,4.37172,2.273,0.0993,"PMRC Wet Deposition Hg 1999-2003"
2002-10-02,"LCH",80,184,0.96335,11.41,0.11,"PMRC Wet Deposition Hg 1999-2003"
2002-10-02,"LCH",79,121,0.6335,15.87,0.1005,"PMRC Wet Deposition Hg 1999-2003"
2002-10-13,"LCH",82,155,0.81151,10.96,0.089,"PMRC Wet Deposition Hg 1999-2003"
2002-10-16,"LCH",83,792,4.14659,2.019,0.0837,"PMRC Wet Deposition Hg 1999-2003"
2002-10-17,"LCH",84,192,1.00523,1.843,0.0185,"PMRC Wet Deposition Hg 1999-2003"
2002-10-19,"LCH",85,389,2.03664,7.938,0.1616,"PMRC Wet Deposition Hg 1999-2003"
2002-10-26,"LCH",87,348,1.82198,4.441,0.0809,"PMRC Wet Deposition Hg 1999-2003"
2002-11-01,"LCH",89,92,0.48167,5.82,0.028,"PMRC Wet Deposition Hg 1999-2003"
2002-11-04,"LCH",90,71,0.37172,9.29,0.0345,"PMRC Wet Deposition Hg 1999-2003"
2002-11-06,"LCH",91,204,1.06806,4.364,0.0466,"PMRC Wet Deposition Hg 1999-2003"
2002-11-11,"LCH",92,71,0.37172,12.18,0.0452,"PMRC Wet Deposition Hg 1999-2003"
2002-11-12,"LCH",93,226,1.18324,2.57,0.0304,"PMRC Wet Deposition Hg 1999-2003"
2002-11-15,"LCH",94,37,0.19371,7.625,0.0147,"PMRC Wet Deposition Hg 1999-2003"
2002-11-16,"LCH",95,531,2.7801,0.949,0.0263,"PMRC Wet Deposition Hg 1999-2003"
2002-11-22,"LCH",97,497,2.60209,1.341,0.0349,"PMRC Wet Deposition Hg 1999-2003"
2002-11-29,"LCH",99,137,0.71727,5.563,0.0399,"PMRC Wet Deposition Hg 1999-2003"
2002-11-30,"LCH",100,124,0.64921,5.678,0.0368,"PMRC Wet Deposition Hg 1999-2003"
2002-12-08,"LCH",101,80,0.41884,8.9,0.0372,"PMRC Wet Deposition Hg 1999-2003"
2002-12-12,"LCH",102,73,0.38219,2.93,0.0111,"PMRC Wet Deposition Hg 1999-2003"
2002-12-14,"LCH",103,107,0.5602,13.7,0.0767,"PMRC Wet Deposition Hg 1999-2003"
2002-12-14,"LCH",104,118,0.6178,3.952,0.0244,"PMRC Wet Deposition Hg 1999-2003"
2002-12-20,"LCH",106,278,1.45549,6.849,0.0996,"PMRC Wet Deposition Hg 1999-2003"
2002-12-25,"LCH",107,131,0.68586,4.022,0.0275,"PMRC Wet Deposition Hg 1999-2003"
2002-12-29,"LCH",108,34,0.17801,13.69,0.0243,"PMRC Wet Deposition Hg 1999-2003"
2002-12-31,"LCH",109,435,2.27748,5.198,0.1183,"PMRC Wet Deposition Hg 1999-2003"
2003-01-04,"LCH",110,152,0.79581,1.527,0.0121,"PMRC Wet Deposition Hg 1999-2003"
2003-01-07,"LCH",111,181,0.94764,2.565,0.0243,"PMRC Wet Deposition Hg 1999-2003"
2003-01-09,"LCH",112,106,0.55497,2.424,0.0134,"PMRC Wet Deposition Hg 1999-2003"
2003-01-20,"LCH",113,36,0.18848,6.72,0.0126,"PMRC Wet Deposition Hg 1999-2003"
2003-01-26,"LCH",114,77,0.40314,5.94,0.0239,"PMRC Wet Deposition Hg 1999-2003"
2003-02-02,"LCH",115,123,0.64397,10.63,0.0684,"PMRC Wet Deposition Hg 1999-2003"
2003-02-04,"LCH",116,192,1.00523,5.515,0.0554,"PMRC Wet Deposition Hg 1999-2003"
2003-02-09,"LCH",117,33,0.17277,14.4,0.0248,"PMRC Wet Deposition Hg 1999-2003"
2003-02-12,"LCH",119,40,0.20942,6.735,0.0141,"PMRC Wet Deposition Hg 1999-2003"
2003-02-18,"LCH",120,35,0.18324,4.05,0.0074,"PMRC Wet Deposition Hg 1999-2003"
2003-02-23,"LCH",121,198,1.03664,8.72,0.0903,"PMRC Wet Deposition Hg 1999-2003"
2003-03-01,"LCH",122,127,0.66492,7.62,0.0506,"PMRC Wet Deposition Hg 1999-2003"
2003-03-05,"LCH",123,151,0.79057,11.5,0.0909,"PMRC Wet Deposition Hg 1999-2003"
2003-03-12,"LCH",124,64,0.33507,13.91,0.0466,"PMRC Wet Deposition Hg 1999-2003"
2003-03-20,"LCH",125,488,2.55497,3.74,0.0955,"PMRC Wet Deposition Hg 1999-2003"
2003-03-23,"LCH",126,158,0.82722,7.23,0.0598,"PMRC Wet Deposition Hg 1999-2003"
2003-03-25,"LCH",127,189,0.98952,13.53,0.1338,"PMRC Wet Deposition Hg 1999-2003"
2003-03-29,"LCH",128,508,2.65968,4.955,0.1317,"PMRC Wet Deposition Hg 1999-2003"
2003-04-01,"LCH",129,41,0.21465,13.44,0.0288,"PMRC Wet Deposition Hg 1999-2003"
2003-04-05,"LCH",130,81,0.42408,45.71,0.1938,"PMRC Wet Deposition Hg 1999-2003"
2003-04-15,"LCH",132,28,0.14659,7,0,"PMRC Wet Deposition Hg 1999-2003"
2003-04-22,"LCH",134,363,1.90052,8.19,0.1556,"PMRC Wet Deposition Hg 1999-2003"
2003-04-23,"LCH",135,180,0.9424,4.388,0.0413,"PMRC Wet Deposition Hg 1999-2003"
2003-04-27,"LCH",136,573,3,2.261,0.0678,"PMRC Wet Deposition Hg 1999-2003"
2003-05-01,"LCH",137,79,0.41361,40.97,0.1694,"PMRC Wet Deposition Hg 1999-2003"
2003-05-01,"LCH",138,451,2.36125,6.861,0.162,"PMRC Wet Deposition Hg 1999-2003"
2003-05-08,"LCH",139,49,0.25654,20.86,0.0535,"PMRC Wet Deposition Hg 1999-2003"
2003-05-12,"LCH",140,583,3.05235,5.998,0.1831,"PMRC Wet Deposition Hg 1999-2003"
2003-05-21,"LCH",141,144,0.75392,16.42,0.1238,"PMRC Wet Deposition Hg 1999-2003"
2003-05-22,"LCH",142,331,1.73298,7.672,0.1329,"PMRC Wet Deposition Hg 1999-2003"
2003-05-31,"LCH",143,392,2.05235,6.19,0.127,"PMRC Wet Deposition Hg 1999-2003"
2003-06-05,"LCH",144,111,0.58115,12.88,0.0748,"PMRC Wet Deposition Hg 1999-2003"
2003-06-09,"LCH",145,160,0.83769,11.64,0.0975,"PMRC Wet Deposition Hg 1999-2003"
2003-06-11,"LCH",146,200,1.04712,13.11,0.1372,"PMRC Wet Deposition Hg 1999-2003"
2003-06-13,"LCH",147,854,4.4712,5.05,0.2258,"PMRC Wet Deposition Hg 1999-2003"
2003-06-14,"LCH",148,164,0.85863,9.289,0.0797,"PMRC Wet Deposition Hg 1999-2003"
2003-06-19,"LCH",149,140,0.73298,11.84,0.0867,"PMRC Wet Deposition Hg 1999-2003"
2003-06-25,"LCH",150,200,1.04712,15.43,0.1615,"PMRC Wet Deposition Hg 1999-2003"
2003-06-29,"LCH",151,275,1.43979,17.15,0.2469,"PMRC Wet Deposition Hg 1999-2003"
2003-06-30,"LCH",152,38,0.19895,17.28,0.0343,"PMRC Wet Deposition Hg 1999-2003"
2003-07-07,"LCH",153,103,0.53926,11.87,0.064,"PMRC Wet Deposition Hg 1999-2003"
2003-07-11,"LCH",154,365,1.91099,11.65,0.2227,"PMRC Wet Deposition Hg 1999-2003"
2003-07-12,"LCH",155,189,0.98952,12.42,0.1228,"PMRC Wet Deposition Hg 1999-2003"
2003-07-16,"LCH",156,92,0.48167,37.63,0.1812,"PMRC Wet Deposition Hg 1999-2003"
2003-07-21,"LCH",157,417,2.18324,10.58,0.2309,"PMRC Wet Deposition Hg 1999-2003"
2003-07-23,"LCH",158,749,3.92146,7.607,0.2983,"PMRC Wet Deposition Hg 1999-2003"
2003-07-24,"LCH",159,298,1.5602,5.463,0.0852,"PMRC Wet Deposition Hg 1999-2003"
2003-07-27,"LCH",160,294,1.53926,14.61,0.2248,"PMRC Wet Deposition Hg 1999-2003"
2003-08-04,"LCH",163,877,4.59162,14.5,0.6657,"PMRC Wet Deposition Hg 1999-2003"
2003-08-06,"LCH",164,42,0.21989,24.58,0.054,"PMRC Wet Deposition Hg 1999-2003"
2003-08-09,"LCH",165,574,3.00523,7.99,0.2401,"PMRC Wet Deposition Hg 1999-2003"
2003-08-10,"LCH",166,176,0.92146,10.29,0.0948,"PMRC Wet Deposition Hg 1999-2003"
2003-08-12,"LCH",167,119,0.62303,13.67,0.0851,"PMRC Wet Deposition Hg 1999-2003"
2003-08-25,"LCH",168,22,0.11518,7.12,0.0082,"PMRC Wet Deposition Hg 1999-2003"
2003-08-29,"LCH",169,338,1.76963,12.34,0.2183,"PMRC Wet Deposition Hg 1999-2003"
2003-09-03,"LCH",170,105,0.54973,5.6,0.0307,"PMRC Wet Deposition Hg 1999-2003"
2003-09-16,"LCH",171,44,0.23036,15.06,0.0346,"PMRC Wet Deposition Hg 1999-2003"
2003-09-19,"LCH",172,178,0.93193,5.505,0.0513,"PMRC Wet Deposition Hg 1999-2003"
2003-09-23,"LCH",173,823,4.3089,6.89,0.2968,"PMRC Wet Deposition Hg 1999-2003"
2003-09-27,"LCH",174,877,4.59162,5.84,0.2681,"PMRC Wet Deposition Hg 1999-2003"
2003-09-29,"LCH",175,122,0.63874,7.03,0.0449,"PMRC Wet Deposition Hg 1999-2003"
2003-10-02,"LCH",176,101,0.52879,8.58,0.0453,"PMRC Wet Deposition Hg 1999-2003"
2003-10-04,"LCH",177,346,1.81151,3.77,0.0682,"PMRC Wet Deposition Hg 1999-2003"
2003-10-15,"LCH",178,997,5.21989,3.764,0.1964,"PMRC Wet Deposition Hg 1999-2003"
2003-10-16,"LCH",179,143,0.74869,7.11,0.0532,"PMRC Wet Deposition Hg 1999-2003"
2003-10-20,"LCH",180,967,5.06282,35.33,1.789,"PMRC Wet Deposition Hg 1999-2003"
2003-10-21,"LCH",181,59,0.3089,4.217,0.013,"PMRC Wet Deposition Hg 1999-2003"
2003-10-23,"LCH",182,50,0.26178,5.348,0.014,"PMRC Wet Deposition Hg 1999-2003"
2003-10-26,"LCH",183,743,3.89005,3.83,0.149,"PMRC Wet Deposition Hg 1999-2003"
2003-10-27,"LCH",184,636,3.32984,3.383,0.1126,"PMRC Wet Deposition Hg 1999-2003"
2003-10-29,"LCH",186,231,1.20942,3.688,0.0446,"PMRC Wet Deposition Hg 1999-2003"
2003-10-29,"LCH",185,773,4.04712,0.871,0.0352,"PMRC Wet Deposition Hg 1999-2003"
2003-11-02,"LCH",187,91,0.47643,7.666,0.0365,"PMRC Wet Deposition Hg 1999-2003"
2003-11-03,"LCH",188,156,0.81675,18.13,0.1481,"PMRC Wet Deposition Hg 1999-2003"
2003-11-05,"LCH",189,30,0.15706,35.13,0.0551,"PMRC Wet Deposition Hg 1999-2003"
2003-11-11,"LCH",190,48,0.2513,11.24,0.0282,"PMRC Wet Deposition Hg 1999-2003"
2003-11-13,"LCH",191,428,2.24083,6.296,0.141,"PMRC Wet Deposition Hg 1999-2003"
2003-11-19,"LCH",192,881,4.61256,3.415,0.1575,"PMRC Wet Deposition Hg 1999-2003"
2003-11-20,"LCH",193,33,0.17277,20.79,0.0359,"PMRC Wet Deposition Hg 1999-2003"
2003-11-24,"LCH",194,149,0.7801,12.77,0.0996,"PMRC Wet Deposition Hg 1999-2003"
2003-11-28,"LCH",195,406,2.12565,3.389,0.072,"PMRC Wet Deposition Hg 1999-2003"
2003-11-30,"LCH",196,39,0.20418,10.95,0.0223,"PMRC Wet Deposition Hg 1999-2003"
2003-12-02,"LCH",197,26,0.13612,11.73,0.0159,"PMRC Wet Deposition Hg 1999-2003"
2003-12-04,"LCH",198,24,0.12565,7.315,0.0091,"PMRC Wet Deposition Hg 1999-2003"
2003-12-06,"LCH",199,268,1.40314,1.354,0.0189,"PMRC Wet Deposition Hg 1999-2003"
2003-12-11,"LCH",200,468,2.45026,3.284,0.0804,"PMRC Wet Deposition Hg 1999-2003"
2003-12-14,"LCH",201,512,2.68062,2.265,0.0607,"PMRC Wet Deposition Hg 1999-2003"
2003-12-17,"LCH",202,669,3.50261,1.864,0.0652,"PMRC Wet Deposition Hg 1999-2003"
2003-12-24,"LCH",203,543,2.84293,2.623,0.0745,"PMRC Wet Deposition Hg 1999-2003"
2003-12-25,"LCH",204,336,1.75916,4.349,0.0765,"PMRC Wet Deposition Hg 1999-2003"
2003-12-30,"LCH",205,169,0.88481,7.425,0.0657,"PMRC Wet Deposition Hg 1999-2003"
